City,Region,Population,link
Ibarra,Imbabura,"140,000",https://www.worlddata.info/america/ecuador/index.php
Babahoyo,Los Ríos,"116,000",https://www.worlddata.info/america/ecuador/index.php
Tulcán,Carchi,"86,000",https://www.worlddata.info/america/ecuador/index.php
La Libertad,Guayas,"76,000",https://www.worlddata.info/america/ecuador/index.php
Latacunga,Cotopaxi,"52,000",https://www.worlddata.info/america/ecuador/index.php
Puerto Francisco de Orellana,Orellana,"48,000",https://www.worlddata.info/america/ecuador/index.php
Azogues,Cañar,"35,000",https://www.worlddata.info/america/ecuador/index.php
Puyo,Pastaza,"25,000",https://www.worlddata.info/america/ecuador/index.php
Nueva Loja,Sucumbios,"24,000",https://www.worlddata.info/america/ecuador/index.php
Macas,Morona-Santiago,"24,000",https://www.worlddata.info/america/ecuador/index.php
Guaranda,Bolívar,"22,000",https://www.worlddata.info/america/ecuador/index.php
Tena,Napo,"17,000",https://www.worlddata.info/america/ecuador/index.php
Zamora,Zamora-Chinchipe,"15,000",https://www.worlddata.info/america/ecuador/index.php
Puerto Baquerizo Moreno,Galápagos,"4,210",https://www.worlddata.info/america/ecuador/index.php
San Salvador / Capital,San Salvador,"238,000",https://www.worlddata.info/america/el-salvador/index.php
Soyapango,San Salvador,"283,000",https://www.worlddata.info/america/el-salvador/index.php
Santa Ana,Santa Ana,"273,000",https://www.worlddata.info/america/el-salvador/index.php
San Miguel,San Miguel,"266,000",https://www.worlddata.info/america/el-salvador/index.php
Apopa,San Salvador,"185,000",https://www.worlddata.info/america/el-salvador/index.php
Mejicanos,San Salvador,"145,000",https://www.worlddata.info/america/el-salvador/index.php
Santa Tecla,La Libertad,"139,000",https://www.worlddata.info/america/el-salvador/index.php
Ilopango,San Salvador,"136,000",https://www.worlddata.info/america/el-salvador/index.php
Ahuachapán,Ahuachapán,"130,000",https://www.worlddata.info/america/el-salvador/index.php
Delgado,San Salvador,"128,000",https://www.worlddata.info/america/el-salvador/index.php
Cuscatancingo,San Salvador,"83,000",https://www.worlddata.info/america/el-salvador/index.php
Sonsonate,Sonsonate,"73,000",https://www.worlddata.info/america/el-salvador/index.php
Usulután,Usulután,"52,000",https://www.worlddata.info/america/el-salvador/index.php
Cojutepeque,Cuscatlán,"48,000",https://www.worlddata.info/america/el-salvador/index.php
San Vicente,San Vicente,"42,000",https://www.worlddata.info/america/el-salvador/index.php
Zacatecoluca,La Paz,"40,000",https://www.worlddata.info/america/el-salvador/index.php
San Martín,Cuscatlán,"39,000",https://www.worlddata.info/america/el-salvador/index.php
Antiguo Cuscatlán,La Libertad,"34,000",https://www.worlddata.info/america/el-salvador/index.php
Chalchuapa,Santa Ana,"32,000",https://www.worlddata.info/america/el-salvador/index.php
Quezaltepeque,La Libertad,"29,000",https://www.worlddata.info/america/el-salvador/index.php
La Unión,La Unión,"27,000",https://www.worlddata.info/america/el-salvador/index.php
Acajutla,Sonsonate,"23,000",https://www.worlddata.info/america/el-salvador/index.php
Sensuntepeque,Cabañas,"20,000",https://www.worlddata.info/america/el-salvador/index.php
Chalatenango,Chalatenango,"19,000",https://www.worlddata.info/america/el-salvador/index.php
Izalco,Sonsonate,"19,000",https://www.worlddata.info/america/el-salvador/index.php
San Francisco,Morazán,"16,000",https://www.worlddata.info/america/el-salvador/index.php
,,,https://www.worlddata.info/america/falkland-islands/index.php
Cayenne / Capital,,"55,000",https://www.worlddata.info/america/french-guiana/index.php
Matoury,,"26,000",https://www.worlddata.info/america/french-guiana/index.php
Saint-Laurent-du-Maroni,,"24,000",https://www.worlddata.info/america/french-guiana/index.php
Kourou,,"24,000",https://www.worlddata.info/america/french-guiana/index.php
Rémire-Montjoly,,"19,000",https://www.worlddata.info/america/french-guiana/index.php
Macouria,,"8,770",https://www.worlddata.info/america/french-guiana/index.php
Mana,,"5,890",https://www.worlddata.info/america/french-guiana/index.php
Apatou,,"4,750",https://www.worlddata.info/america/french-guiana/index.php
Grand-Santi,,"3,940",https://www.worlddata.info/america/french-guiana/index.php
Sinnamary,,"3,180",https://www.worlddata.info/america/french-guiana/index.php
Saint-Georges-de-l'Oyapock,,"2,740",https://www.worlddata.info/america/french-guiana/index.php
Nuuk / Capital,Sermersooq,"18,000",https://www.worlddata.info/america/greenland/index.php
Sisimiut,Qeqqata,"5,230",https://www.worlddata.info/america/greenland/index.php
Ilulissat,Qaasuitsup,"4,410",https://www.worlddata.info/america/greenland/index.php
Qaqortoq,Kujalleq,"3,220",https://www.worlddata.info/america/greenland/index.php
Aasiaat,Qaasuitsup,"3,010",https://www.worlddata.info/america/greenland/index.php
Maniitsoq,Qeqqata,"2,870",https://www.worlddata.info/america/greenland/index.php
Paamiut,Sermersooq,"1,860",https://www.worlddata.info/america/greenland/index.php
Tasiilaq,Sermersooq,"1,830",https://www.worlddata.info/america/greenland/index.php
Narsaq,Kujalleq,"1,630",https://www.worlddata.info/america/greenland/index.php
Nanortalik,Kujalleq,"1,510",https://www.worlddata.info/america/greenland/index.php
Qasigiannguit,Qaasuitsup,"1,340",https://www.worlddata.info/america/greenland/index.php
Uummannaq,Qaasuitsup,"1,300",https://www.worlddata.info/america/greenland/index.php
Upernavik,Qaasuitsup,"1,130",https://www.worlddata.info/america/greenland/index.php
Saint George's / Capital,Saint George,"34,000",https://www.worlddata.info/america/grenada/index.php
Gouyave,Saint John,"3,380",https://www.worlddata.info/america/grenada/index.php
Grenville,Saint Andrew,"2,480",https://www.worlddata.info/america/grenada/index.php
Victoria,Saint Mark,"2,260",https://www.worlddata.info/america/grenada/index.php
Saint David’s,Saint David,"1,320",https://www.worlddata.info/america/grenada/index.php
Sauteurs,Saint Patrick,"1,320",https://www.worlddata.info/america/grenada/index.php
Hillsborough,Carriacou and Petite Martinique,"1,000",https://www.worlddata.info/america/grenada/index.php
Basse-Terre / Capital,,"10,000",https://www.worlddata.info/america/guadeloupe/index.php
Les Abymes,,"63,000",https://www.worlddata.info/america/guadeloupe/index.php
Baie-Mahault,,"31,000",https://www.worlddata.info/america/guadeloupe/index.php
Le Gosier,,"29,000",https://www.worlddata.info/america/guadeloupe/index.php
Petit-Bourg,,"25,000",https://www.worlddata.info/america/guadeloupe/index.php
Sainte-Anne,,"23,000",https://www.worlddata.info/america/guadeloupe/index.php
Le Moule,,"23,000",https://www.worlddata.info/america/guadeloupe/index.php
Sainte-Rose,,"20,000",https://www.worlddata.info/america/guadeloupe/index.php
Capesterre-Belle-Eau,,"20,000",https://www.worlddata.info/america/guadeloupe/index.php
Pointe-à-Pitre,,"18,000",https://www.worlddata.info/america/guadeloupe/index.php
Lamentin,,"15,000",https://www.worlddata.info/america/guadeloupe/index.php
Guatemala City / Capital,Guatemala,"923,000",https://www.worlddata.info/america/guatemala/index.php
Mixco,Guatemala,"473,000",https://www.worlddata.info/america/guatemala/index.php
Villa Nueva,Guatemala,"407,000",https://www.worlddata.info/america/guatemala/index.php
Petapa,Guatemala,"141,000",https://www.worlddata.info/america/guatemala/index.php
San Juan Sacatepéquez,Guatemala,"137,000",https://www.worlddata.info/america/guatemala/index.php
Quetzaltenango,Quetzaltenango,"132,000",https://www.worlddata.info/america/guatemala/index.php
Villa Canales,Guatemala,"122,000",https://www.worlddata.info/america/guatemala/index.php
Escuintla,Escuintla,"103,000",https://www.worlddata.info/america/guatemala/index.php
Chinautla,Guatemala,"97,000",https://www.worlddata.info/america/guatemala/index.php
Chimaltenango,Chimaltenango,"82,000",https://www.worlddata.info/america/guatemala/index.php
Chichicastenango,Quiché,"80,000",https://www.worlddata.info/america/guatemala/index.php
Huehuetenango,Huehuetenango,"79,000",https://www.worlddata.info/america/guatemala/index.php
Totonicapán,Totonicapán,"70,000",https://www.worlddata.info/america/guatemala/index.php
Puerto Barrios,Izabal,"57,000",https://www.worlddata.info/america/guatemala/index.php
Cobán,Alta Verapaz,"53,000",https://www.worlddata.info/america/guatemala/index.php
Jalapa,Jalapa,"46,000",https://www.worlddata.info/america/guatemala/index.php
Sololá,Sololá,"45,000",https://www.worlddata.info/america/guatemala/index.php
Mazatenango,Suchitepeque,"44,000",https://www.worlddata.info/america/guatemala/index.php
Chiquimula,Chiquimula,"42,000",https://www.worlddata.info/america/guatemala/index.php
Salamá,Baja Verapaz,"40,000",https://www.worlddata.info/america/guatemala/index.php
Antigua Guatemala,Sacatepéquez,"39,000",https://www.worlddata.info/america/guatemala/index.php
Retalhuleu,Retalhuleu,"37,000",https://www.worlddata.info/america/guatemala/index.php
Zacapa,Zacapa,"36,000",https://www.worlddata.info/america/guatemala/index.php
Jutiapa,Jutiapa,"34,000",https://www.worlddata.info/america/guatemala/index.php
San Marcos,San Marcos,"25,000",https://www.worlddata.info/america/guatemala/index.php
Santa Cruz del Quiché,Quiché,"24,000",https://www.worlddata.info/america/guatemala/index.php
Flores,Petén,"20,000",https://www.worlddata.info/america/guatemala/index.php
Cuilapa,Santa Rosa,"16,000",https://www.worlddata.info/america/guatemala/index.php
Guastatoya,El Progreso,"13,000",https://www.worlddata.info/america/guatemala/index.php
Georgetown / Capital,Demerara-Mahaica,"131,000",https://www.worlddata.info/america/guyana/index.php
Linden,Upper Demerara-Berbice,"45,000",https://www.worlddata.info/america/guyana/index.php
New Amsterdam,East Berbice-Corentyne,"35,000",https://www.worlddata.info/america/guyana/index.php
Anna Regina,Pomeroon-Supenaam,"12,000",https://www.worlddata.info/america/guyana/index.php
Bartica,Cuyuni-Mazaruni,"11,000",https://www.worlddata.info/america/guyana/index.php
Skeldon,East Berbice-Corentyne,"5,860",https://www.worlddata.info/america/guyana/index.php
Rosignol,Mahaica-Berbice,"5,780",https://www.worlddata.info/america/guyana/index.php
Mahaica Village,Demerara-Mahaica,"4,870",https://www.worlddata.info/america/guyana/index.php
Mahdia,Potaro-Siparuni,"4,200",https://www.worlddata.info/america/guyana/index.php
Parika,Essequibo Islands-West Demerara,"4,080",https://www.worlddata.info/america/guyana/index.php
Vreed-en-Hoop,Essequibo Islands-West Demerara,"3,070",https://www.worlddata.info/america/guyana/index.php
Mahaicony Village,Mahaica-Berbice,"2,130",https://www.worlddata.info/america/guyana/index.php
Mabaruma,Barima-Waini,717,https://www.worlddata.info/america/guyana/index.php
Lethem,Upper Takutu-Upper Essequibo,716,https://www.worlddata.info/america/guyana/index.php
Port-au-Prince / Capital,West,"987,000",https://www.worlddata.info/america/haiti/index.php
Delmas 73,West,"383,000",https://www.worlddata.info/america/haiti/index.php
Pétionville,West,"283,000",https://www.worlddata.info/america/haiti/index.php
Port-de-Paix,North-West,"250,000",https://www.worlddata.info/america/haiti/index.php
Jacmel,South-East,"138,000",https://www.worlddata.info/america/haiti/index.php
Okap,North,"135,000",https://www.worlddata.info/america/haiti/index.php
Léogâne,West,"134,000",https://www.worlddata.info/america/haiti/index.php
Les Cayes,South,"126,000",https://www.worlddata.info/america/haiti/index.php
Tigwav,West,"118,000",https://www.worlddata.info/america/haiti/index.php
Jérémie,Grandans,"98,000",https://www.worlddata.info/america/haiti/index.php
Miragoâne,Nippes,"89,000",https://www.worlddata.info/america/haiti/index.php
Gonayiv,Artibonite,"85,000",https://www.worlddata.info/america/haiti/index.php
Saint-Marc,Artibonite,"66,000",https://www.worlddata.info/america/haiti/index.php
Verrettes,Artibonite,"49,000",https://www.worlddata.info/america/haiti/index.php
Saint-Raphaël,North,"38,000",https://www.worlddata.info/america/haiti/index.php
Ti Port-de-Paix,North-West,"35,000",https://www.worlddata.info/america/haiti/index.php
Lenbe,North,"33,000",https://www.worlddata.info/america/haiti/index.php
Hinche,Central,"19,000",https://www.worlddata.info/america/haiti/index.php
Désarmes,Artibonite,"16,000",https://www.worlddata.info/america/haiti/index.php
Saint-Louis du Nord,North-West,"12,000",https://www.worlddata.info/america/haiti/index.php
Fort Liberté,North-East,"11,000",https://www.worlddata.info/america/haiti/index.php
Trou du Nord,North-East,"11,000",https://www.worlddata.info/america/haiti/index.php
Ouanaminthe,North-East,"10,000",https://www.worlddata.info/america/haiti/index.php
Tegucigalpa / Capital,Francisco Morazán,"1,158,000",https://www.worlddata.info/america/honduras/index.php
San Pedro Sula,Cortés,"719,000",https://www.worlddata.info/america/honduras/index.php
Choloma,Cortés,"232,000",https://www.worlddata.info/america/honduras/index.php
La Ceiba,Atlántida,"197,000",https://www.worlddata.info/america/honduras/index.php
Danlí,El Paraíso,"196,000",https://www.worlddata.info/america/honduras/index.php
El Progreso,Yoro,"188,000",https://www.worlddata.info/america/honduras/index.php
Ciudad Choluteca,Choluteca,"153,000",https://www.worlddata.info/america/honduras/index.php
Villanueva,Cortés,"150,000",https://www.worlddata.info/america/honduras/index.php
Comayagua,Comayagua,"145,000",https://www.worlddata.info/america/honduras/index.php
Juticalpa,Olancho,"125,000",https://www.worlddata.info/america/honduras/index.php
Olanchito,Yoro,"105,000",https://www.worlddata.info/america/honduras/index.php
Puerto Cortez,Cortés,"48,000",https://www.worlddata.info/america/honduras/index.php
La Lima,Cortés,"46,000",https://www.worlddata.info/america/honduras/index.php
Siguatepeque,Comayagua,"43,000",https://www.worlddata.info/america/honduras/index.php
Tocoa,Colón,"31,000",https://www.worlddata.info/america/honduras/index.php
Tela,Atlántida,"29,000",https://www.worlddata.info/america/honduras/index.php
Santa Rosa de Copán,Copán,"28,000",https://www.worlddata.info/america/honduras/index.php
San Lorenzo,Valle,"22,000",https://www.worlddata.info/america/honduras/index.php
La Paz,La Paz,"18,000",https://www.worlddata.info/america/honduras/index.php
Yoro,Yoro,"16,000",https://www.worlddata.info/america/honduras/index.php
Santa Bárbara,Santa Bárbara,"15,000",https://www.worlddata.info/america/honduras/index.php
Nacaome,Valle,"14,000",https://www.worlddata.info/america/honduras/index.php
Trujillo,Colón,"9,650",https://www.worlddata.info/america/honduras/index.php
Nueva Ocotepeque,Ocotepeque,"8,780",https://www.worlddata.info/america/honduras/index.php
Gracias,Lempira,"7,910",https://www.worlddata.info/america/honduras/index.php
Coxen Hole,Bay Islands,"7,510",https://www.worlddata.info/america/honduras/index.php
La Esperanza,Intibucá,"5,320",https://www.worlddata.info/america/honduras/index.php
